,Comment,toxic,severe_toxic,obscene,threat,insult,identity_hate,total_classes
1084,Are didi Thora Aram se ,0,0,0,0,0,0,0
1085,Aapke ko marke ya aapke saath jana pasand karunga main,0,0,0,1,0,0,1
1086,AAP JO BOLO,0,0,0,0,0,0,0
1087,Re baba saram nhi aaara hay tere wajha se mera aatmhatya krne ka man krrhaaa hay ,0,0,0,0,0,1,1
1088,Mera choro didi ap apna cho ap sax karoge ya jail jaoge avi se hi sax karne ka man kar raha hai apka🤣🤣,0,0,1,0,1,1,3
1089,Foreplay karna allowed hoga punjab jail ki nhi.,0,0,1,0,0,0,1
1090,Chuday ke ilawa aur koi khabar hai bhi tere pass..,0,0,1,0,1,0,2
1091,Sex,0,0,0,0,0,0,0
1092,Mere ko bhejo us jail me,0,0,0,0,0,0,0
1093,Quality time,0,0,0,0,0,0,0
1094,"Tum are,sath,sax",0,0,1,0,0,0,1
1095,Bhana tumhare wala jeil nahi jayega don&#39;t wary ,0,0,0,0,0,0,0
1096,Or hi betaaa do kuch sex sex,0,0,1,0,1,0,2
1097,Galti karke jail jakar bhi normal people ki tarah sab treat milega to difference kya rhega.,0,0,0,0,0,0,0
1098,Aab toh mujhe b jail jana parega🤣🤣,0,0,0,0,0,0,0
1099,Aise log khud paad k doosroun ki taraf ishara karte hain,0,0,0,0,0,0,0
1100,Ohhh yeeeeh,0,0,0,0,0,0,0
1101,India #1,0,0,0,0,0,0,0
1102,Jail chalo ,0,0,0,0,0,0,0
1103,Aapko bh toh moka mila chaiye,0,0,1,0,0,0,1
1104,Lagta hame jail hi jana padega,0,0,0,0,0,0,0
1105,Abhi tak kaha thi dddddd ,0,0,0,0,1,0,1
1106,Tm porn dekh te ho ya ni ,1,0,0,0,1,0,2
1107,Akhand barhmchari hoon mai <br>Jay shree ram jay maa siya ,0,0,0,0,0,0,0
1108,Khapakhap 🤣🤣🤣🤭,1,1,0,0,0,0,2
1109,Hame to tumse Krna hai,0,0,1,0,0,0,1
1110,Hat vevdhi,1,1,0,0,1,0,3
1111,mujhe to lagta hai ki ab jail ko bhi khota banane ka plan hai sarkar ka,1,0,0,0,1,0,2
1112,Sex,1,0,0,0,0,0,1
1113,khatam,0,0,0,0,0,0,0
1114,Sex,1,0,0,0,0,0,1
1115,idr ldki to Mill nhi he sex Kya he kru GA ,1,0,0,0,0,0,1
1116,Aaj tak yeh jail wala search nahi kiyaa ,0,0,0,0,0,0,0
1117,sex karna hai,0,0,0,0,0,0,0
1118,Tume dekh ke pata lag gaya tum dimag bohot chalati ho beauty with brain,0,0,0,0,0,0,0
1119,Koi ladki hai ,0,0,0,0,0,0,0
1120,Phir toh Bhikari chale jail,0,0,0,0,0,0,0
1121,Sister apne Allah ke samne pesh ni hona ye batawo,0,0,0,1,0,0,1
1122,Mere sath karogi🤤 just kidding,0,0,1,0,0,0,1
1123,Ramdi aurat,1,1,0,0,0,0,2
1124,Ye kya suna rhi ho ,0,0,0,0,0,0,0
1125,Tumhe bahut pata hai tumne bhi dakh kar experience banaya hai,0,0,0,0,0,0,0
1126,Shayad apko bhi jail Jana chaiye acha hoga ,0,0,0,0,1,0,1
1127,Jail,0,0,0,0,0,0,0
1128,Hum porn nahi deykh tey beysak hum sab sey alak hey ,1,0,0,0,0,0,1
1129,Sex,1,0,0,0,0,0,1
1130,Tu hi chala ja,0,0,0,0,0,0,0
1131,Ha pata  hai pata sex karne ke 2gante ka time milega ,1,0,0,0,1,0,2
1132,Hello ap single ho ya married 🤪 ,0,0,1,0,0,0,1
1133,Role play k lye chori krni padegi? ,0,0,1,0,0,0,1
1134,Mai pahle Thar Lunga apni mehnat ke kamai se,0,0,0,0,0,0,0
1135,Moje jail jana ,0,0,0,0,0,0,0
1136,Lagta hai ab to jail Jana padega ,0,0,0,0,0,0,0
1137,Lawrence power,0,0,0,0,0,0,0
1138,Mera baap badmash Tha me bhi badmash hu,1,0,0,0,0,0,1
1139,Ap k sath krenge jo krenge ,0,0,1,0,0,0,1
1140,Mera sawal hai s*x krna jaruri hai kya ?,1,0,0,0,0,0,1
1141,Mujhe jell Jaana padega 🤪 Ae Chavi kaha hai,1,0,0,0,0,0,1
1142,India me sex Free hona chahiye <br>Jab Mann jiske sath sex karo,1,0,0,0,1,0,2
1143,Only Muslim ,0,0,0,0,0,0,0
1144,Abi maja ayaga,0,0,0,0,0,0,0
1145,Apke sath karunga,0,0,0,1,1,0,2
1146,bhootnika sali cuthiya log,1,1,0,0,0,0,2
1147,Tum pagal ho,0,0,0,0,1,0,1
1148,bs last me hg di,1,0,0,0,1,0,2
1149,Mujhe kou tree sth sax krna hh 🤤,0,0,1,0,0,0,1
1150,Hahaha to apka kia khayal hay ,0,0,0,0,0,0,0
1151,Aapn bahin chodal,1,1,0,0,0,0,2
1152,Achcha gyan diya bahen jii,0,0,0,0,0,0,0
1153,Jail Jane se padle biwi to chaiye  pagli,0,0,0,0,1,0,1
1154,Sex krke jail jayenge,1,0,0,0,0,0,1
1155,ram rahim be like<br>My honeypreet,0,0,0,0,0,0,0
1156,Tu ja pahle jail,0,0,0,0,0,0,0
1157,Bol diye kero headphones yous kero,0,0,0,0,0,0,0
1158,Nle marna pasand karenge,0,0,0,0,0,0,0
1159,Vag k Sadi kar k Jo log jel jate hain ... Unka liya acha hai ,1,0,0,0,0,0,1
1160,To rum charj polis vara ketlo lese,0,0,0,0,0,0,0
1161,Yrr hamre jail Jane se itna dukh kisi ko nhi hoga jitna isko ho rha h ,0,0,0,0,0,0,0
1162,ham ko to pata nahi ta jail ke bare me apne bola to aab sharch karna padega,0,0,0,0,0,0,0
1163,Hat Gao my garow punjab prison muje Bahar nhi milrai kya karoo jail meim ayasi karoooo ga,1,0,0,0,0,0,1
1164,hame jail jane me koi dikkat nahi par aap hamare liye waha aogi ye hamko achha nahi lagega. ,0,0,1,0,0,0,1
1165,Tum dogi to kahi v kr lenge,0,0,1,0,0,0,1
1166,Tu badi badshakal hai yaar,1,1,0,0,0,0,2
1167,Pehle jail badme s*x ,1,0,0,0,0,0,1
1168,Good step,0,0,0,0,0,0,0
1169,Ab toh Jail jakar government se umeed karna  ki wo sex ki vyavastha kar de jyada fruitful option lag rha hai,1,0,0,0,1,0,2
1170,aap saath ho to maza aave,0,0,1,0,0,0,1
1171,Kedi sex kr pye na krpye lekin police jyda kregi sex jail me,1,0,0,0,0,0,1
1172,Na jail jynge na sex karenge sabse phele thumara muh band karvayange,1,0,0,1,0,0,2
1173,"Like karo jiss jiss ko iske, sath quality time spend karna hai ‍ ",0,0,1,0,0,0,1
1174,Tere ko bohut mja ata hoga,0,0,0,0,0,0,0
1175,badi Ashlil he ye ladki,1,0,0,0,0,0,1
1176,Punjab me konsa Sarkar hai usko vote dena hai ,0,0,0,0,0,0,0
1177,with u.. ,0,0,0,0,0,0,0
1178,Views likes k liye yahi topics milta he inn madam ko,0,0,0,0,0,0,0
1179,Jo unm hai unko b chakna milage ,0,0,0,0,0,0,0
1180,Jel Jana pade ga,0,0,0,0,0,0,0
1181,Kya kehna chahte ho. Ab ham Jan bujhke jurm kare,1,0,0,0,0,0,1
1182,punjab mein,0,0,0,0,0,0,0
1183,mein ab jail hi jaoga,0,0,0,0,0,0,0
1184,Jail mat jav iske pass jaw ,0,0,1,0,1,0,2
1185,Tum degi to bolo,0,0,1,0,0,0,1
1186,Sabko pta chl jayega aj sex Kiya h,1,0,0,0,0,0,1
1187,Kon kon Jo nahi janta tha ki yesa v video available hai 🤣 aaaahhhhhh Abhi ayega na maza  I&#39;m going to search ,1,0,0,0,0,0,1
1188,Tum ko sex karna hai kya?,0,0,1,0,0,0,1
1189,Ye andar ke Raaz aur meri search history kaun leak kar rha h🤔,0,0,0,0,0,0,0
1190,Awwww abhi apun jail jayee ga ,0,0,0,0,0,0,0
1191,kash aise hota,0,0,0,0,0,0,0
1192,Me toh tumhara sat karna catahoo,0,0,0,0,0,0,0
1193,Tujhe hmesa sex sex hi ata he or kuchh nhi ata kya🤷🤷🤷,0,0,0,0,1,0,1
1194,Acha ab mtlb bndaaaa sex krne ke liye specially jail jaaye...,0,0,0,0,1,0,1
1195,"Oyo k pse Bach jayenge <a href="" jail 🤣",0,0,0,0,0,0,0
1196,hum log toh nhi search  krte h ye sub ,0,0,0,0,0,0,0
1197,CHUTYEA RAPE KAAR JAIL JAO AUR BAAD MAY APNAY BIWI KO BOLAKAR USKO PAYLAO.. <br>WAHA RAY GOVT KYA FACILITY HAI..<br>UTNA PAISA AGAR SAHI JAGGA LAGADAYTA TOH INDIA KA KUCH HO JATA..,1,1,0,0,0,0,2
1198,Accha Quality time ....,0,0,0,0,0,0,0
1199,Behan tuje bhut sok he sex ka,1,0,1,0,0,0,2
1200,Mujhe to lag rha hai pehla mai jail jaunga phir sex karne ke liye tumko bulaunga,0,0,1,0,1,0,2
1201,Jail jane ke liye gunah kya karna hoga,0,0,0,0,0,1,1
1202,तुम बोलो आओगी,0,0,0,0,0,0,0
1203,Le single be like.--/\ mujhe jaana padega ,0,0,0,0,0,0,0
1204,Daddy ji life mei ange badhan vaste jail jana jaruri hundi si,0,0,0,0,0,0,0
1205,Par didi hum to single hia ,0,0,0,0,0,0,0
1206,Meri crush ho tum,0,0,0,0,0,0,0
1207,Madam ap bhi karo,0,0,1,0,0,0,1
1208,MMS viral na ho Jaye kahi,1,0,1,0,0,1,3
1209,Apne sex kia hai,0,0,1,0,0,0,1
1210,Aapke to kuch bhi,0,0,0,0,0,0,0
1211,jail hai ya jannat 3,0,0,0,0,0,0,0
1212,Tm ho na,0,0,0,0,0,0,0
1213,bc unhe sab enjoyment mil hi jayega ... to masturbate jailer kr dega unka pkd k ... phir to jail hi kya rh jayegi ...🤐,0,1,1,0,0,0,2
1214,PTA nahi kyu par ye ladki crush hai yaaar!!🤩🤩,0,0,0,0,0,0,0
1215,single Banda : leh,0,0,0,0,0,0,0
1216,Tmko lena he to ajawo bihar 5 6 ka milega,0,1,1,1,0,1,4
1217,Hum sub se pahly ap k ghar ayen gay...,0,0,0,1,0,0,1
1218,Bc sex in the jail ,1,0,1,0,0,0,2
1219,Mein to aap ke sath karunga,0,0,1,0,0,0,1
1220,Single prisoners mutth marenge room me,0,1,1,0,0,0,2
1221,"Tune kya kia tha, jail gai thi dene ya bahr?",0,1,1,0,1,0,3
1222,Sabse pahle sex karenge,0,0,1,0,0,0,1
1223,Tumari lenge,0,0,1,0,1,0,2
1224,Saahi bataya toh mai abhi tak *sex in jail nhi search kiya ,0,0,1,0,0,0,1
1225,fikar mat kar tujhe hi bhejenge kediyo ko khush karne k lie sali 🤣🤣,0,1,1,0,1,0,3
1226,Are yrr or to koi deti nhi h tum hi de do na ek baari kya jata hai,0,1,1,0,1,0,3
1227,Papa nhi manege ,0,0,0,0,0,0,0
1228,To hamen kya karna padega is kam ke liye Kisi Ka murder karna padega yah vaise hi ja sakte hain andar without girl,0,0,0,0,0,1,1
1229,Sabse pahle to video wali ko kone me le jayenge ,0,0,0,1,0,0,1
1230,Ab maja aaega bhi du,0,0,0,0,0,0,0
1231,Sabse pahale apse sex karenge fir Jail jakar karenge,1,0,0,0,0,0,1
1232,Sala content bana re ho public ko vodka re ho sale bhasude ke,1,1,0,0,0,1,3
1233,Lagta hai tune saare searches kar rakhe hai..porn ke,0,0,1,0,1,0,2
1234,"Saje kaatne ke liye bheja tha,ye toh hamara hi kaat rahe hai",0,0,0,0,0,1,1
1235,Room AC hai ya NON AC,0,0,0,0,0,0,0
1236,Hayy kitni cute ladki hai yeh 🥵,0,0,0,0,0,0,0
1237,Pahle Jail jake sex karenge,1,0,1,0,0,0,2
1238,Mujhe app ke sath kr na,0,1,1,1,1,0,4
1239,Mereko Jana padega ,0,0,0,0,0,0,0
1240,Gadi ka chabi Nikal le jaldi,0,0,0,0,0,0,0
1241,Tum bahut sakti landia ho yar,0,1,0,0,0,0,1
1242,Kahaan se milte Hain ye sab content aapko?,0,0,0,0,0,0,0
1243,Tere sath,0,0,0,0,0,0,0
1244,mai singal hu phir bhi eska video dekhta hu pata nahi kyu,0,0,0,0,0,0,0
1245,Wao jel main banegi rel,0,0,0,0,0,0,0
1246,Tumhare liye to ham kahin bhi ja sakte hai <br><br>What joking me kahi Nahi ja Raha I am not  interested Sex,0,0,1,0,1,0,2
1247,Whaa isse ye bhi pata he porn dekhne ke liye incognito use krte he,1,1,0,0,0,0,2
1248,Ay chabi nikal main jail jaunga,0,0,0,0,0,0,0
1249,Mai ye sab kyu dekh raha hoo,0,0,0,0,0,0,0
1250,Jail me jake bhi partner le sath he karna he na to baher rehke karo na bahi anar jane ke kua jarurat he ,0,1,0,0,0,0,1
1251,didi .. aap dudh ki dhuli hui ho,0,0,0,0,0,0,0
1252,Inhi harkto ki wjah se Alians dhrti pr aane se drte h ,0,0,0,0,0,0,0
1253,Mujhe apke sath karna hai,0,0,1,0,1,1,3
1254,Bahut hi galat aur bakwas hai ye. Crime ko support kar rahi hai government,0,0,0,0,0,1,1
1255,AAP mere Saath karengi,0,0,1,0,1,1,3
1256,Jail,0,0,0,0,0,0,0
1257,Porn se jada maja apki video se mil Raha hai.,1,0,1,0,1,0,3
1258,Lagta he isme aap bahut espirience.,1,0,0,0,1,0,2
1259,yeh medam ke upar itna sex sawar hai .ek di  jaroor naam karegi yeh iss field mein best of luck for future goals.,0,0,0,0,1,1,2
1260,Ager ap sath ho to jail b chla jao,0,0,0,0,0,0,0
1261,Tumhare liye toh kuch v darling,0,0,0,0,0,0,0
1262,Kya kro mam abhi tak singal ha hum aap ka toa...,0,0,0,0,0,0,0
1263,Chalo bhai Jail chalo,0,0,0,0,0,0,0
1264,Me to jali jao ga ,0,0,0,0,0,0,0
1265,Khana pina chodna sab hai,0,1,1,0,0,1,3
1266,Pr paida krke kya hi kr lenge..dharti ka bojh aur badh jayega ..uska to kam hi ho gya h bojh dhona...abhi sb log h wo km h jo log bchhe paida kiye ja rhe h,0,1,0,0,0,1,2
1267,May thum se kar luga jan🥰,0,0,1,0,0,0,1
1268,Sex karke jail jayanagar fir jail me sex krunga ,0,1,1,0,0,0,2
1269,Gavar logo ko ye apni harkat mat batha ,0,0,0,0,1,1,2
1270,Din mei khana raat mei khana raat mei biwi sath nange ho jana,0,0,1,0,0,1,2
1271,Tu chalegi?,0,0,1,1,1,1,4
1272,Siksha gaya tel lene you look pretty so I like the vdos,0,0,0,0,0,0,0
1273,Jail,0,0,0,0,0,0,0
1274,Ap bahot osm ho yaar kaas,0,0,0,0,0,0,0
1275,Itni chuti c umer itna experience ,0,0,0,0,1,0,1
1276,BC,1,1,0,0,0,0,2
1277,Chalo dusro ki chhod do tum bata do sex interested first or prisoned,0,1,1,0,0,0,2
1278,tujhe sex ke alava kaam nai he,0,0,0,0,1,1,2
1279,Ander video camera bhi lagaenege aur baad main internet main dalege,1,0,0,0,0,1,2
1280,Madam sara men issue pah baat krti ha lagte ha psychology read kr rhi ha,0,0,0,0,0,0,0
1281,Tumare liye Konsi bhi Jail Jane taiyar hu mai ,0,0,0,0,0,0,0
1282,Tapa tap,0,0,1,0,0,0,1
1283,abe woo jail hai kou pornsite nahii hai jo tumhe sex karne degii ,0,1,1,0,0,0,2
1284,Sex kar liya hai ab jail nahi jana ,0,0,1,0,0,0,1
1285,Jail jaayenge ,0,0,0,0,0,0,0
1286,Aachi news thi but at last hgg hi diya,0,1,0,0,0,0,1
1287,Aapa chalda aw jail tum aw jana okey dova full enjoy  kara ga,0,0,1,0,0,0,1
1288,AP Kahan the gyani baba,0,0,0,0,0,0,0
1289,Wow madam aap to booohut kuch jante ho,0,0,0,0,0,0,0
1290,single walo ka jail me bhi koi nahi milega,0,0,0,0,0,0,0
1291,Sex karte karte jaill jaunga,0,0,1,0,0,0,1
1292,Jail ,0,0,0,0,0,0,0
1293,pahle shadi to hone do didi ji 🥲🥲🥲,0,0,0,0,0,0,0
1294,Bc aaj hi murder karke javuga<br>Shadi hone waali hai toh bas kya,0,1,0,0,0,1,2
1295,Sex woh kya hota ,0,0,1,0,0,0,1
1296,Didi jail bhi chale jayenge agr AAP aao tho <br><br><br><br>Sorry just  kidding ,1,0,1,0,0,0,2
1297,Aur personal room mein 24/7 cctv camera on hoga ,0,0,0,0,1,0,1
1298,Bhai itne me itna hi milega ,0,0,0,0,0,0,0
1299,Fir video ayega s*x  into jail,0,1,1,0,0,0,2
1300,Punjab me bahut paisa ane wala h ,0,0,0,0,0,0,0
1301,jel hii jana jarorii hi ab haat ka istemal bahot ho gaya 🤣🤣,0,0,0,0,0,0,0
1302,Tum bhi jail chale jaoo,0,0,0,0,0,0,0
1303,Jail me kya .. ladki bhi available karai jaaygi ... Single ko ???? 🤔🤔,0,0,1,0,0,1,2
1304,Tere sath SX krke jail jaunga 🤣,0,0,0,0,0,0,0
1305,Sex,0,0,1,0,0,0,1
1306,Personal room mai camera na ho bas ...,1,0,0,0,0,0,1
1307,Tere pati bhi tihaar jail mey hai na?,0,0,0,0,1,0,1
1308,Ye quality time kya hota hai didi,0,0,0,0,0,0,0
1309,esko jyda chull h sex ke bare me janne ka,1,0,0,0,1,0,2
1310,Badi jankari hai madam,0,0,0,0,0,0,0
1311,Mujhe aap pasand ho mujhe aapke saath,0,0,0,0,0,0,0
1312,Camera itne pass mat laya karo tumhare mu me dalne ka man karta hai,0,1,1,0,1,1,4
1313,Usme bhi camera laga denge ye log,0,0,0,0,0,0,0
1314,Jail me Russian bula sakte hai kya ? ,0,1,1,0,0,0,2
1315,Uffff yr yeh kitni aowesome h,0,0,0,0,0,0,0
1316,jail jayenga,0,0,0,0,0,0,0
1317,Hame aaap ke Sath milega Mouka ekbarr ,0,0,1,0,0,0,1
1318,Ye kya hai bhai ,0,0,0,0,0,0,0
1319,Sabse pahle Tumko unsubscribe kar ke report marenge,0,0,0,0,1,0,1
1320,Single be like humko zinda mat chido saalo🤣🤣🤣,1,0,0,0,0,0,1
1321,Side Wale cell ka prisoner sound sunke ro raha hoga ,0,0,0,0,0,0,0
1322,Aise se bhi search karte he ..muhhe pata nahi tha.. ,0,0,0,0,0,0,0
1323,Khanki magi,0,0,0,0,0,0,0
1324,Aap mere sath karna chahogi,0,1,1,0,1,0,3
1325,New trend first good to jail then sex,0,0,1,0,0,0,1
1326,Sex,0,0,0,0,0,0,0
1327,Tune kiya sex kbhi,0,1,1,0,0,0,2
1328,Abhi maza ayega na bhidu,0,0,0,0,0,0,0
1329,Delhi ke bad Punjab ko bi barbad kar diya aap ne,0,0,0,0,0,0,0
1330,Waha policewale room me camera laga denge......kamine hote he sale,0,1,0,0,0,0,1
1331,Lekin palega kon ?,0,1,0,0,1,0,2
1332,Ya kay ha!,0,0,0,0,0,0,0
1333,Aap kyon itni sex ke baten kar rahi aapko bhi talab lag gai hai,0,1,1,0,0,0,2
1334,Sex toh milna sa raha shyed jail he chala jau dost paise ne dera 4 mahino sa udhar lia tha sala na,0,1,0,0,0,0,1
1335,Bhai me chla crime krne tum sab apna apna dekh lo ,0,0,0,0,0,0,0
1336,tum aoge jain to main khud ko surrender kar dunga\,0,0,0,0,0,0,0
1337,"Re Deva ye kya sunna par raha he...<br>Now, India is also getting authorities into this....🤦‍",0,0,0,0,0,0,0
1338,Aisa nahi hona chaye,0,0,0,0,0,0,0
1339,Apne liye kya -aab jail chelge.. ,0,0,0,0,0,0,0
1340,Jail me bhut suvada milaga gaa bhai,0,0,0,0,0,0,0
1341,Mujhe app ke sath karna hai,0,1,1,0,0,0,2
1342,Jail me v aesa hone laga to kal se... criminal log ki popularity or jada hone Lage ga...wtf are wo jail he waha saja dena hota he naki maja..kis ne ye rules banaya 🤬,0,1,1,0,0,1,3
1343,Haan bhai kal jaa raha jail ,0,0,0,0,0,0,0
1344,Jail jaa ke seggs,0,0,1,0,0,0,1
1345,"Yee ladki khud he jail mai jayegi se***x krne ke liye ,,itna shok",0,0,1,0,1,1,3
1346,Mat lao bhai India mein behen ke take saale video bana ke bechne lagenge ..keep it secret as it a natural game...India mein tharkiyo ki kami nhi h..,0,1,1,0,0,0,2
1347,Ha iske kehne se jail jayenge..tera vala jail me hoga!🤣,0,1,0,0,0,0,1
1348,Jail madam ,0,0,0,0,0,0,0
1349,Tu bhi Sadi karle jail Wale se aur video banana band kar,0,0,1,0,1,1,3
1350,Are gyani baba aap kaha hain ,0,0,0,0,0,0,0
1351,Tera khoon karke jail jaunga,0,0,0,1,0,1,2
1352,Mallab khana workout aur sex.       ,0,0,1,0,0,0,1
1353,Band kar lavde channel,0,0,1,1,1,1,4
1354,Me toh chala jail,0,0,0,0,0,0,0
1355,Pahle sex,0,0,0,0,0,0,0
1356,"Rojgar toh nahi milega, lekin sabko p*rn dikhaya jayaga 🤘",0,1,0,0,0,0,1
1357,Ye ladki pgl ho gyi h🤣🤣🤣🤣🤣🤣,0,0,0,0,1,0,1
1358,Tum krti ho sex in the jail bssk tabhi pta h,0,0,1,0,0,0,1
1359,Behn k lodo fir wo jail he kesi jab use apni galti realize na ho ‍,0,1,1,0,0,1,3
1360,Me porn tumre liye dekta hu,0,0,1,0,1,0,2
1361,Are desh ke bacche khi bhi kr lete hai legends don&#39;t need bed and protection they need girl....,1,0,0,0,0,1,2
1362,<b>Behan pehle ladki to ho</b>___,0,0,0,0,0,0,0
1363,Aap bole to jaoga,0,0,0,0,0,0,0
1364,Jesa halat ha mare ma to<br>Jail jaonga,0,0,0,0,0,0,0
1365,sex karange ,1,0,0,0,0,0,1
1366,Tum saath chalo to muje koi problem nahi ,1,0,1,0,0,0,2
1367,Tumara sat karna ko dil karta ha,0,0,1,1,1,0,3
1368,ham tume pelwnge phir jail,0,1,1,1,0,0,3
1369,Hum agar jail chale jaayege to Aapko kon dekhega ,0,0,0,0,1,0,1
1370,Apki gulabi pele ge madam ji,0,1,1,0,1,0,3
1371,Kal ja ga jail,0,0,0,0,0,0,0
1372,Jail,0,0,0,0,0,0,0
1373,Xxx kis website par dekhe,0,0,1,0,0,0,1
1374,Bkl tu stream karega ya nahi,0,1,0,0,0,0,1
1375,ye sach Mai hoga ..ya script k liye rule bana diya ,0,0,0,0,0,0,0
1376,Madam jyada gyaan Mt do apna kaam kro smjhi,0,0,0,1,1,1,3
1377,Socha nai tha search karne ka but ab karna padega,0,0,0,0,0,0,0
1378,Yaar mujhe toh bas Meri crush se Pyaar ke badle Pyaar chahiye bas.. Baaki dekh liya jaayega 🥲🥲,0,0,0,0,0,0,0
1379,"Ab panjab wale thoda gusse Wale log hai, toh jadatar jail m jate ate rehte hai,,toh yeh suvidha bhut kaam ki hai.",0,0,0,0,0,0,0
1380,Tujhe le kr jaunga jail fir whe krenge ,0,0,0,0,0,0,0
1381,Achha hua me andha du ,0,0,0,0,0,0,0
1382,Tum to bahut khubsurat aur beautiful ho ,0,0,0,0,0,0,0
1383,Tumse milna hai,0,0,0,0,0,0,0
1384,To hauaa,0,0,0,0,0,0,0
1385,Are yar ye kesa option hai s_x karoge ya jail jaoge?,0,1,0,0,0,0,1
1386,Chalo shiksha mam hum dono jate hai jail ,0,0,0,0,0,0,0
1387,gang bang karlein,0,1,1,0,1,0,3
1388,Tharki ,0,0,1,0,1,0,2
1389,se***x with you.  ,1,0,1,0,1,0,3
1390,Aam admi party... Khas admi party banega ab,0,0,0,0,0,0,0
1391,Galat kaam karo phir Russian ke sath palang todo,1,0,1,0,0,0,2
1392,Haa pata hai ,0,0,0,0,0,0,0
1393,Tum kiya karoge,0,0,0,0,0,0,0
1394,Tum karne doge sex apne saath ,0,1,1,0,0,0,2
1395,Ye aap walon ki sarkaar mein toh kuch bhi ho sakta hai..<br>Kal kahi khalistaniyonko deshbhakt na ghoshit karde,0,0,0,0,0,1,1
1396,Apko dhek ka hila ta hu,1,1,1,0,1,0,4
1397,Frr woh jail kis baat ma,0,0,0,0,0,0,0
1398,Tumne kiya tha kabhi ,0,0,0,0,0,0,0
1399,Oa bai ya Konsi planet say aye hai. Sex in jail kon search karta hai. Means kuch b. I am sure she is a gay.,0,1,1,0,1,1,4
1400,Tum dono ko yhi ata h bs,0,0,0,0,0,0,0
1401,"Well mai toh tumhare saath jana chaunga...,,    Jaillll!!!!!!",0,0,1,0,0,0,1
1402,Mummy mujhe jail jana hei ,0,0,0,0,0,1,1
1403,Pahle job,0,0,0,0,0,0,0
1404,Sex krr liya bss Jale Jana ha,0,0,1,0,0,0,1
1405,Sex krke jail jayege ,1,0,1,0,0,0,2
1406,Aap parents ye video dekhte hai kya.।।। I mean Aap talented ho lekin little bit shy toh feel hota hoga nah,1,0,0,0,0,0,1
1407,Tu jaygi jail me apne pati se milne,0,0,1,0,1,0,2
1408,sex ,0,0,0,0,0,0,0
1409,Chalo Panjab batuwa maarne!!!!!!!,0,0,1,0,0,0,1
1410,Jail me app hoyinge too jail kya he mangal here chale jainge,0,0,1,0,1,0,2
1411,De do ek bari,0,1,1,0,1,1,4
1412,Chalo bhai Panjab,0,0,0,0,0,0,0
1413,Khudai room in jail <br><br>C.  ,0,0,0,0,0,0,0
1414,Hm to aapke paas aa rhe hai sath me chlenge jail me,0,0,1,0,0,0,1
1415,Kaisi baat Karti Ho didi ,0,0,0,0,0,0,0
1416,Abe ye ladki bohot hard he,0,0,0,0,0,0,0
1417,Police be like ya kab hua 🥳,0,0,0,0,0,0,0
1418,Tum kitne baar sex kiye ho tumhara thik hai na,0,1,1,0,1,0,3
1419,Hey Bhagwan kya kya dekhna par raha hai ,0,0,0,0,0,0,0
1420,Milo fir batate hai,0,0,0,1,0,0,1
1421,Is ldki ki ig I&#39;d dedo koi yrr,0,0,1,0,0,0,1
1422,"Mujhe moka mila to me tumhe ghodi bnake, tumhari gand ka keeda dhund k maruga ",0,1,1,1,1,1,5
1423,Jail me me sex police wale pehle khud karenge fir kaidi ko karne denge aur uska bhi vidio bana lenge ,0,1,0,0,0,0,1
1424,Tarki bna do sabko ,0,0,0,0,0,0,0
1425,Kuch bhi ho raha he kya karke manoge,0,0,0,0,0,0,0
1426,Pagal ho gaya panjab bk mb  wale ,0,0,0,0,0,0,0
1427,Jail jayenge,0,0,0,0,0,0,0
1428,Tumko cod a ga ,0,0,0,0,0,0,0
1429,mein bhi bahat byakul hun but milla nehi abhi tak,0,0,0,0,0,0,0
1430,Bhai s&#39;b man lo meri bat is&#39;ne Sex me&#39;n PHD kr rakhi hai,0,0,1,0,0,0,1
1431,"JAILOR BE LIKE, HUM AUNGREJO KE JAMANE K PELAR HAI🤣🤣",0,0,0,0,0,0,0
1432,Tu kya karegi mein To sex kar chuka hun jail mujhe Jana Hai,0,1,1,0,0,0,2
1433,Utha le re Deva utha le,0,0,0,0,0,0,0
1434,sex,0,0,0,0,0,0,0
1435,Aap,0,0,0,0,0,0,0
1436,Mujhe hai lagta tumhari maa sex ki bht bhookhi hogi tabhi aisi aulaad paida hui hai,0,1,1,0,1,0,3
1437,gf Nehi hai mera,0,0,0,0,0,0,0
1438,tomhra sat hoga,0,0,0,0,0,0,0
1439,Aur waha VIP criminals and neta logo<br> Hi karege,0,0,0,0,0,0,0
1440,sex ka maza kaise loge fir?,1,0,1,0,0,0,2
1441,Aisa kaam karna kyu ki jail ho aur jail ho gayi to kaise koi patni waise pati ka bachcha duniya me Lana chahegi,0,0,0,0,0,0,0
1442,Mujhe iske sath krna hai,0,0,1,0,0,0,1
1443,Me tum logo ke upar case karne jha raha hu .. मजाक नही सची मै क्यों कि समाज और समय को देखते हुये तुम्हारी vidoe और युवातियो को अश्लीलता के लक्षण उत्पन्न करेगी,0,0,0,0,0,0,0
1444,Basharam,1,0,0,0,1,0,2
1445,"Bohut hi ghatiya decision hai. Jail me daala jata hai culprits ko to punish them, so that they can suffer the consequences of crime. Yaha ye resort bana denge saala jail ko",1,0,0,0,0,0,1
1446,Me tumhare saath sex karke jail jaaunga ,0,1,1,0,0,0,2
